,vendor_id,city_name,specialisation,successful_orders,fail_orders,reorders,dolya,id_x,model_score_x,id_y,model_score_y
0,28957,Архангельск,Супы,0.0,2.0,0.0,1.0,28957,0.42187112942337995,28957,0.42187112942337995
1,37381,Архангельск,Пироги,0.0,0.0,0.0,,37381,0.38650284195318796,37381,0.38650284195318796
2,28703,Архангельск,Суши,111.0,3.0,0.0,0.02631578947368421,28703,0.664807590655982,28703,0.664807590655982
3,37382,Архангельск,Пироги,1.0,0.0,0.0,0.0,37382,0.8388831908814609,37382,0.8388831908814609
4,36877,Архангельск,Бургеры,22.0,2.0,0.0,0.08333333333333333,36877,0.17646945780143106,36877,0.17646945780143106
5,37650,Архангельск,Суши,3.0,0.0,0.0,0.0,37650,0.610479769762605,37650,0.610479769762605
6,37127,Астрахань,Суши,55.0,5.0,6.0,0.07575757575757576,37127,0.49495686823502205,37127,0.49495686823502205
7,28476,Астрахань,Суши,342.0,13.0,14.0,0.03523035230352303,28476,0.430523219052702,28476,0.430523219052702
8,28478,Астрахань,Суши,194.0,1.0,7.0,0.0049504950495049506,28478,0.39087488502264,28478,0.39087488502264
9,34127,Астрахань,Пицца,136.0,4.0,1.0,0.028368794326241134,34127,0.7152111600153149,34127,0.7152111600153149
10,28477,Астрахань,Суши,74.0,1.0,1.0,0.013157894736842105,28477,0.0846854550763965,28477,0.0846854550763965
11,36291,Астрахань,Суши,23.0,1.0,2.0,0.038461538461538464,36291,0.21793526690453302,36291,0.21793526690453302
12,37437,Астрахань,Шашлыки,112.0,1.0,0.0,0.008849557522123894,37437,0.598969302140176,37437,0.598969302140176
13,28517,Астрахань,Пицца,142.0,4.0,4.0,0.02666666666666667,28517,0.00788351893424988,28517,0.00788351893424988
14,29027,Астрахань,Суши,5.0,0.0,0.0,0.0,29027,0.913637445308268,29027,0.913637445308268
15,37128,Астрахань,Пицца,12.0,2.0,0.0,0.14285714285714285,37128,0.656346661970019,37128,0.656346661970019
16,28548,Астрахань,Пицца,79.0,1.0,2.0,0.012195121951219513,28548,0.5068825241178271,28548,0.5068825241178271
17,33322,Астрахань,Суши,0.0,1.0,1.0,0.5,33322,0.988309176638722,33322,0.988309176638722
18,28515,Астрахань,Пицца,192.0,1.0,0.0,0.0051813471502590676,28515,0.9086218210868541,28515,0.9086218210868541
19,28473,Астрахань,Суши,98.0,3.0,1.0,0.029411764705882353,28473,0.814876571297646,28473,0.814876571297646
20,37563,Барнаул,Пироги,4.0,1.0,0.0,0.2,37563,0.33897726656869104,37563,0.33897726656869104
21,13235,Барнаул,Пицца,37.0,0.0,0.0,0.0,13235,0.8996797422878441,13235,0.8996797422878441
22,37071,Барнаул,Шашлыки,12.0,0.0,0.0,0.0,37071,0.9778377548791469,37071,0.9778377548791469
23,36097,Барнаул,Шашлыки,7.0,1.0,1.0,0.1111111111111111,36097,0.0433509442955256,36097,0.0433509442955256
24,36197,Барнаул,Выпечка,3.0,1.0,0.0,0.25,36197,0.711514989379793,36197,0.711514989379793
25,19795,Барнаул,Суши,881.0,7.0,4.0,0.007847533632286996,19795,0.132496043574065,19795,0.132496043574065
26,10892,Барнаул,Суши,84.0,2.0,0.0,0.023255813953488372,10892,0.0474497792311013,10892,0.0474497792311013
27,18166,Барнаул,Шашлыки,98.0,4.0,3.0,0.0380952380952381,18166,0.178783926647156,18166,0.178783926647156
28,13191,Барнаул,Пицца,105.0,0.0,1.0,0.0,13191,0.7612107601016759,13191,0.7612107601016759
29,35749,Барнаул,Пицца,80.0,0.0,1.0,0.0,35749,0.146631358191371,35749,0.146631358191371
30,9255,Барнаул,Суши,52.0,0.0,1.0,0.0,9255,0.47626621089875704,9255,0.47626621089875704
31,13236,Барнаул,Пицца,76.0,3.0,0.0,0.0379746835443038,13236,0.562911783810705,13236,0.562911783810705
32,10036,Барнаул,Шашлыки,92.0,0.0,0.0,0.0,10036,0.22099369857460302,10036,0.22099369857460302
33,36753,Барнаул,Суши,109.0,2.0,0.0,0.018018018018018018,36753,0.7786833317950369,36753,0.7786833317950369
34,35330,Белгород,Суши,49.0,0.0,1.0,0.0,35330,0.098195256665349,35330,0.098195256665349
35,35602,Белгород,Суши,203.0,10.0,6.0,0.045662100456621,35602,0.282737982925028,35602,0.282737982925028
36,31896,Белгород,Шашлыки,166.0,5.0,3.0,0.028735632183908046,31896,0.609198740683496,31896,0.609198740683496
37,11474,Белгород,Суши,663.0,10.0,13.0,0.014577259475218658,11474,0.6772750117816031,11474,0.6772750117816031
38,37234,Белгород,Пицца,45.0,1.0,0.0,0.021739130434782608,37234,0.39929951587691903,37234,0.39929951587691903
39,36060,Белгород,Суши,416.0,4.0,3.0,0.009456264775413711,36060,0.184262306429446,36060,0.184262306429446
40,15822,Белгород,Японская,183.0,1.0,1.0,0.005405405405405406,15822,0.24342155409976798,15822,0.24342155409976798
41,35477,Белгород,Русская,158.0,1.0,2.0,0.006211180124223602,35477,0.812109411694109,35477,0.812109411694109
42,36254,Белгород,Пироги,14.0,0.0,0.0,0.0,36254,0.547686032019556,36254,0.547686032019556
43,11476,Белгород,Суши,460.0,4.0,10.0,0.008438818565400843,11476,0.551830464508384,11476,0.551830464508384
44,35804,Белгород,Пицца,27.0,1.0,0.0,0.03571428571428571,35804,0.7791931829415258,35804,0.7791931829415258
45,37823,Белгород,Шаурма,0.0,1.0,2.0,0.3333333333333333,37823,0.9708489566110071,37823,0.9708489566110071
46,11471,Белгород,Суши,177.0,1.0,6.0,0.005434782608695652,11471,0.518640712369233,11471,0.518640712369233
47,26825,Белгород,Шашлыки,288.0,5.0,6.0,0.016722408026755852,26825,0.7690235003829001,26825,0.7690235003829001
48,13553,Брянск,Пицца,320.0,1.0,4.0,0.003076923076923077,13553,0.326144092716277,13553,0.326144092716277
49,36386,Брянск,Суши,65.0,0.0,0.0,0.0,36386,0.0983498729765415,36386,0.0983498729765415
50,36153,Брянск,Шашлыки,177.0,1.0,4.0,0.005494505494505495,36153,0.526095267850906,36153,0.526095267850906
51,36885,Брянск,Суши,84.0,0.0,1.0,0.0,36885,0.771374447271228,36885,0.771374447271228
52,33111,Брянск,Суши,266.0,1.0,2.0,0.0037174721189591076,33111,0.310202219989151,33111,0.310202219989151
53,35712,Брянск,Пицца,235.0,6.0,2.0,0.024691358024691357,35712,0.811761946883053,35712,0.811761946883053
54,9285,Брянск,Суши,1029.0,9.0,19.0,0.008514664143803218,9285,0.98491885047406,9285,0.98491885047406
55,37587,Брянск,Русская,4.0,1.0,4.0,0.1111111111111111,37587,0.6646757097914809,37587,0.6646757097914809
56,13549,Брянск,Пицца,207.0,1.0,1.0,0.004784688995215311,13549,0.34983237227425,13549,0.34983237227425
57,9290,Брянск,Суши,300.0,7.0,6.0,0.022364217252396165,9290,0.288069103378803,9290,0.288069103378803
58,9289,Брянск,Суши,90.0,2.0,0.0,0.021739130434782608,9289,0.308463675435632,9289,0.308463675435632
59,22683,Брянск,Суши,73.0,1.0,4.0,0.01282051282051282,22683,0.5331457708962261,22683,0.5331457708962261
60,13554,Брянск,Пицца,279.0,5.0,7.0,0.01718213058419244,13554,0.186569302342832,13554,0.186569302342832
61,22678,Брянск,Суши,154.0,6.0,3.0,0.03680981595092025,22678,0.741766658145934,22678,0.741766658145934
62,10128,Владивосток,Суши,140.0,3.0,1.0,0.020833333333333332,10128,0.348040074575692,10128,0.348040074575692
63,37698,Владивосток,Суши,37.0,1.0,0.0,0.02631578947368421,37698,0.132586075924337,37698,0.132586075924337
64,37571,Владивосток,Пицца,2.0,0.0,0.0,0.0,37571,0.303488282486796,37571,0.303488282486796
65,29317,Владивосток,Пицца,107.0,1.0,0.0,0.009259259259259259,29317,0.7583668711595241,29317,0.7583668711595241
66,37685,Владивосток,Суши,11.0,0.0,0.0,0.0,37685,0.7937833797186609,37685,0.7937833797186609
67,15481,Владивосток,Шашлыки,33.0,0.0,0.0,0.0,15481,0.44758216058835404,15481,0.44758216058835404
68,36771,Владивосток,Суши,5.0,0.0,0.0,0.0,36771,0.0454181497916579,36771,0.0454181497916579
69,30017,Владивосток,Десерты,4.0,4.0,1.0,0.4444444444444444,30017,0.510689786169678,30017,0.510689786169678
70,37330,Владивосток,Пицца,1.0,0.0,0.0,0.0,37330,0.16663904581219,37330,0.16663904581219
71,13701,Владивосток,Пицца,83.0,2.0,0.0,0.023529411764705882,13701,0.596052309498191,13701,0.596052309498191
72,28860,Владивосток,Суши,159.0,4.0,3.0,0.024096385542168676,28860,0.514055068604648,28860,0.514055068604648
73,37411,Владивосток,Пироги,0.0,1.0,2.0,0.3333333333333333,37411,0.357616991270334,37411,0.357616991270334
74,36005,Владивосток,Суши,29.0,0.0,0.0,0.0,36005,0.11998815322294802,36005,0.11998815322294802
75,30941,Владивосток,Грузинская,17.0,2.0,0.0,0.10526315789473684,30941,0.604141052346677,30941,0.604141052346677
76,37759,Владимир,Суши,19.0,0.0,0.0,0.0,37759,0.857734922319651,37759,0.857734922319651
77,37019,Владимир,Рыба,51.0,0.0,1.0,0.0,37019,0.296276123262942,37019,0.296276123262942
78,36715,Владимир,Бургеры,3.0,0.0,0.0,0.0,36715,0.7427885355427858,36715,0.7427885355427858
79,25080,Владимир,Рыба,19.0,1.0,0.0,0.05,25080,0.8905718917958442,25080,0.8905718917958442
80,36954,Владимир,Бургеры,32.0,1.0,0.0,0.030303030303030304,36954,0.419370008632541,36954,0.419370008632541
81,35975,Владимир,Пицца,43.0,0.0,2.0,0.0,35975,0.5203626318834721,35975,0.5203626318834721
82,37338,Владимир,Суши,21.0,7.0,7.0,0.2,37338,0.9510154277086259,37338,0.9510154277086259
83,12575,Владимир,Пицца,182.0,1.0,0.0,0.00546448087431694,12575,0.778163583017886,12575,0.778163583017886
84,9214,Владимир,Японская,105.0,7.0,3.0,0.06086956521739131,9214,0.27577125234529404,9214,0.27577125234529404
85,18107,Владимир,Суши,28.0,4.0,3.0,0.11428571428571428,18107,0.661984383594245,18107,0.661984383594245
86,36656,Владимир,Паназиатская,38.0,1.0,0.0,0.02564102564102564,36656,0.152008259203285,36656,0.152008259203285
87,37292,Владимир,Бургеры,52.0,2.0,1.0,0.03636363636363636,37292,0.075421798042953,37292,0.075421798042953
88,37072,Владимир,Рыба,20.0,0.0,0.0,0.0,37072,0.139379689004272,37072,0.139379689004272
89,19646,Владимир,Бургеры,108.0,3.0,2.0,0.02654867256637168,19646,0.17855356354266397,19646,0.17855356354266397
90,35979,Волгоград,Пицца,156.0,1.0,0.0,0.006369426751592357,35979,0.6373439175076779,35979,0.6373439175076779
91,7619,Волгоград,Суши,207.0,2.0,3.0,0.009433962264150943,7619,0.9426437206566329,7619,0.9426437206566329
92,25033,Волгоград,Суши,10.0,2.0,1.0,0.15384615384615385,25033,0.492803462315351,25033,0.492803462315351
93,37161,Волгоград,Суши,44.0,2.0,1.0,0.0425531914893617,37161,0.198720237705857,37161,0.198720237705857
94,35326,Волгоград,Пицца,92.0,2.0,1.0,0.021052631578947368,35326,0.578735277522355,35326,0.578735277522355
95,24121,Волгоград,Пицца,445.0,24.0,25.0,0.048582995951417005,24121,0.0886504123918712,24121,0.0886504123918712
96,36178,Волгоград,Русская,7.0,0.0,2.0,0.0,36178,0.74865788128227,36178,0.74865788128227
97,36313,Волгоград,Русская,7.0,0.0,0.0,0.0,36313,0.5383821520954369,36313,0.5383821520954369
98,37364,Волгоград,Суши,258.0,3.0,5.0,0.011278195488721804,37364,0.517854654695839,37364,0.517854654695839
99,33456,Волгоград,Суши,226.0,4.0,2.0,0.017241379310344827,33456,0.00507928198203444,33456,0.00507928198203444
100,35677,Волгоград,Суши,53.0,1.0,2.0,0.017857142857142856,35677,0.214410047978163,35677,0.214410047978163
101,27881,Волгоград,Корейская,9.0,1.0,0.0,0.1,27881,0.616865748073906,27881,0.616865748073906
102,37163,Волгоград,Суши,80.0,1.0,0.0,0.012345679012345678,37163,0.9678963199257851,37163,0.9678963199257851
103,1847,Волгоград,Пицца,0.0,0.0,0.0,,1847,0.725861701648682,1847,0.725861701648682
104,36629,Волжский,Суши,18.0,1.0,2.0,0.047619047619047616,36629,0.10668191965669399,36629,0.10668191965669399
105,37295,Волжский,Суши,42.0,0.0,0.0,0.0,37295,0.319528709165752,37295,0.319528709165752
106,30830,Волжский,Пицца,212.0,9.0,15.0,0.038135593220338986,30830,0.33592808060347995,30830,0.33592808060347995
107,36638,Волжский,Суши,227.0,1.0,0.0,0.0043859649122807015,36638,0.48445004597306296,36638,0.48445004597306296
108,30746,Волжский,Суши,441.0,6.0,4.0,0.013303769401330377,30746,0.19900547945871902,30746,0.19900547945871902
109,28738,Волжский,Суши,89.0,1.0,1.0,0.01098901098901099,28738,0.628079598769546,28738,0.628079598769546
110,27962,Волжский,Суши,135.0,1.0,1.0,0.0072992700729927005,27962,0.446024777367711,27962,0.446024777367711
111,29208,Волжский,Пицца,17.0,0.0,0.0,0.0,29208,0.586637983564287,29208,0.586637983564287
112,30724,Волжский,Пицца,263.0,4.0,5.0,0.014705882352941176,30724,0.5929264025762679,30724,0.5929264025762679
113,37294,Волжский,Суши,95.0,0.0,1.0,0.0,37294,0.9239223380573091,37294,0.9239223380573091
114,35769,Волжский,Суши,80.0,1.0,0.0,0.012345679012345678,35769,0.33070741454139396,35769,0.33070741454139396
115,36245,Волжский,Пицца,80.0,0.0,3.0,0.0,36245,0.9372205547988409,36245,0.9372205547988409
116,30745,Волжский,Суши,369.0,4.0,7.0,0.010526315789473684,30745,0.19351202202960802,30745,0.19351202202960802
117,30723,Волжский,Суши,34.0,1.0,3.0,0.02631578947368421,30723,0.9708938007242979,30723,0.9708938007242979
118,37526,Вологда,Бургеры,4.0,0.0,0.0,0.0,37526,0.70518544735387,37526,0.70518544735387
119,37527,Вологда,Бургеры,7.0,0.0,2.0,0.0,37527,0.41594102559611207,37527,0.41594102559611207
120,37535,Вологда,Суши,23.0,0.0,0.0,0.0,37535,0.0808586170896888,37535,0.0808586170896888
121,28134,Воронеж,Суши,16.0,1.0,7.0,0.041666666666666664,28134,0.867642431985587,28134,0.867642431985587
122,37139,Воронеж,Пицца,36.0,1.0,0.0,0.02702702702702703,37139,0.13070325180888198,37139,0.13070325180888198
123,28516,Воронеж,Суши,98.0,5.0,2.0,0.047619047619047616,28516,0.510092610493302,28516,0.510092610493302
124,23646,Воронеж,Пицца,25.0,0.0,1.0,0.0,23646,0.435589527245611,23646,0.435589527245611
125,23639,Воронеж,Пицца,4.0,1.0,0.0,0.2,23639,0.0926853315904737,23639,0.0926853315904737
126,26741,Воронеж,Суши,1.0,0.0,0.0,0.0,26741,0.599984305910766,26741,0.599984305910766
127,37635,Воронеж,Пицца,32.0,8.0,0.0,0.2,37635,0.9100664379075171,37635,0.9100664379075171
128,37502,Воронеж,Шаурма,3.0,0.0,0.0,0.0,37502,0.636584346182644,37502,0.636584346182644
129,36991,Воронеж,Суши,6.0,2.0,0.0,0.25,36991,0.0571458730846643,36991,0.0571458730846643
130,36998,Воронеж,Суши,8.0,0.0,0.0,0.0,36998,0.049616863951087005,36998,0.049616863951087005
131,12681,Воронеж,Супы,252.0,1.0,1.0,0.003937007874015748,12681,0.46061308216303604,12681,0.46061308216303604
132,23684,Воронеж,Японская,4.0,0.0,0.0,0.0,23684,0.949307169765234,23684,0.949307169765234
133,20479,Воронеж,Суши,45.0,0.0,1.0,0.0,20479,0.299442450981587,20479,0.299442450981587
134,7354,Воронеж,Пицца,546.0,4.0,6.0,0.007194244604316547,7354,0.065760750323534,7354,0.065760750323534
135,37248,Егорьевск,Бургеры,10.0,1.0,1.0,0.08333333333333333,37248,0.437522884923965,37248,0.437522884923965
136,36793,Егорьевск,Суши,1.0,0.0,0.0,0.0,36793,0.9228175915777679,36793,0.9228175915777679
137,35686,Егорьевск,Суши,1.0,0.0,0.0,0.0,35686,0.439847990870476,35686,0.439847990870476
138,30787,Екатеринбург,Бургеры,140.0,7.0,8.0,0.04516129032258064,30787,0.0422651441767812,30787,0.0422651441767812
139,31163,Екатеринбург,Рыба,0.0,0.0,0.0,,31163,0.9141185735352341,31163,0.9141185735352341
140,31406,Екатеринбург,Шаурма,5.0,0.0,0.0,0.0,31406,0.5752966753207149,31406,0.5752966753207149
141,22611,Екатеринбург,Пицца,55.0,2.0,1.0,0.034482758620689655,22611,0.365936356130987,22611,0.365936356130987
142,19951,Екатеринбург,Пироги,5.0,1.0,0.0,0.16666666666666666,19951,0.277890312951058,19951,0.277890312951058
143,21630,Екатеринбург,Русская,5.0,0.0,0.0,0.0,21630,0.951889208052307,21630,0.951889208052307
144,33131,Екатеринбург,Шашлыки,4.0,0.0,0.0,0.0,33131,0.7679506768472489,33131,0.7679506768472489
145,33976,Екатеринбург,Суши,327.0,46.0,65.0,0.1050228310502283,33976,0.000524994451552629,33976,0.000524994451552629
146,31729,Екатеринбург,Китайская,12.0,0.0,0.0,0.0,31729,0.845791393890977,31729,0.845791393890977
147,7141,Екатеринбург,Суши,930.0,13.0,12.0,0.013612565445026177,7141,0.36675763456150895,7141,0.36675763456150895
148,21390,Екатеринбург,Суши,1.0,0.0,0.0,0.0,21390,0.9841896630823609,21390,0.9841896630823609
149,8318,Екатеринбург,Итальянская,112.0,0.0,0.0,0.0,8318,0.506855850573629,8318,0.506855850573629
150,35468,Екатеринбург,Хот-доги,4.0,0.0,1.0,0.0,35468,0.458279349841177,35468,0.458279349841177
151,11511,Екатеринбург,Суши,37.0,1.0,1.0,0.02564102564102564,11511,0.966344345826656,11511,0.966344345826656
152,37443,Иваново,Суши,14.0,0.0,0.0,0.0,37443,0.7669655354693531,37443,0.7669655354693531
153,37604,Иваново,Пицца,14.0,1.0,2.0,0.058823529411764705,37604,0.672685252968222,37604,0.672685252968222
154,37177,Иваново,Бургеры,34.0,1.0,2.0,0.02702702702702703,37177,0.635978288017213,37177,0.635978288017213
155,37622,Иваново,Пицца,7.0,0.0,0.0,0.0,37622,0.878558643162251,37622,0.878558643162251
156,37898,Иваново,Суши,0.0,0.0,0.0,,37898,0.8898740434087808,37898,0.8898740434087808
157,37178,Иваново,Бургеры,1.0,1.0,0.0,0.5,37178,0.86629529716447,37178,0.86629529716447
158,37641,Иваново,Суши,14.0,1.0,0.0,0.06666666666666667,37641,0.55836892593652,37641,0.55836892593652
159,37449,Иваново,Суши,16.0,0.0,1.0,0.0,37449,0.698258996475488,37449,0.698258996475488
160,37451,Иваново,Суши,42.0,0.0,1.0,0.0,37451,0.923331948928535,37451,0.923331948928535
161,37439,Иваново,Пицца,18.0,0.0,2.0,0.0,37439,0.12791159003973,37439,0.12791159003973
162,29384,Ижевск,Суши,30.0,1.0,2.0,0.030303030303030304,29384,0.649284087587148,29384,0.649284087587148
163,8687,Ижевск,Японская,297.0,1.0,0.0,0.003355704697986577,8687,0.796497245784849,8687,0.796497245784849
164,30969,Ижевск,Суши,54.0,1.0,0.0,0.01818181818181818,30969,0.95902565959841,30969,0.95902565959841
165,31770,Ижевск,Суши,2.0,0.0,0.0,0.0,31770,0.712961472570896,31770,0.712961472570896
166,36614,Ижевск,Пицца,82.0,1.0,0.0,0.012048192771084338,36614,0.910394926089793,36614,0.910394926089793
167,37796,Ижевск,Мясо,9.0,0.0,0.0,0.0,37796,0.709777284413576,37796,0.709777284413576
168,36645,Ижевск,Суши,6.0,4.0,3.0,0.3076923076923077,36645,0.9900151593610641,36645,0.9900151593610641
169,36115,Ижевск,Пироги,8.0,0.0,0.0,0.0,36115,0.6519914362579581,36115,0.6519914362579581
170,29364,Ижевск,Паста и ризотто,66.0,3.0,2.0,0.04225352112676056,29364,0.775486291851848,29364,0.775486291851848
171,37121,Ижевск,Суши,158.0,3.0,1.0,0.018518518518518517,37121,0.538610735908151,37121,0.538610735908151
172,9328,Ижевск,Бургеры,49.0,1.0,0.0,0.02,9328,0.32681536348536605,9328,0.32681536348536605
173,28461,Ижевск,Десерты,13.0,0.0,1.0,0.0,28461,0.0551202893257141,28461,0.0551202893257141
174,21075,Ижевск,Суши,339.0,2.0,1.0,0.005847953216374269,21075,0.173584579024464,21075,0.173584579024464
175,21345,Ижевск,Рыба,307.0,2.0,3.0,0.00641025641025641,21345,0.493757226038724,21345,0.493757226038724
176,25316,Иркутск,Суши,90.0,1.0,1.0,0.010869565217391304,25316,0.0253598908893764,25316,0.0253598908893764
177,20741,Иркутск,Паста и ризотто,44.0,1.0,0.0,0.022222222222222223,20741,0.576133996248245,20741,0.576133996248245
178,35741,Иркутск,Суши,4.0,0.0,0.0,0.0,35741,0.508649209048599,35741,0.508649209048599
179,12461,Иркутск,Мексиканская,33.0,1.0,0.0,0.029411764705882353,12461,0.10222896793857199,12461,0.10222896793857199
180,24078,Иркутск,Суши,109.0,3.0,1.0,0.02654867256637168,24078,0.046402788721025,24078,0.046402788721025
181,29928,Иркутск,Суши,54.0,1.0,0.0,0.01818181818181818,29928,0.852387845050544,29928,0.852387845050544
182,8557,Иркутск,Суши,697.0,8.0,17.0,0.0110803324099723,8557,0.351368289906532,8557,0.351368289906532
183,26672,Иркутск,Пицца,10.0,0.0,0.0,0.0,26672,0.935489677358419,26672,0.935489677358419
184,12678,Иркутск,Бургеры,37.0,0.0,0.0,0.0,12678,0.989555662963539,12678,0.989555662963539
185,32198,Иркутск,Суши,50.0,3.0,1.0,0.05555555555555555,32198,0.867939063813537,32198,0.867939063813537
186,28144,Иркутск,Суши,60.0,1.0,2.0,0.015873015873015872,28144,0.746442738454789,28144,0.746442738454789
187,28387,Иркутск,Суши,111.0,1.0,0.0,0.008928571428571428,28387,0.45515004824847,28387,0.45515004824847
188,24672,Иркутск,Шашлыки,12.0,0.0,0.0,0.0,24672,0.43601799011230497,24672,0.43601799011230497
189,35724,Иркутск,Суши,2.0,0.0,0.0,0.0,35724,0.642357645556331,35724,0.642357645556331
190,37175,Йошкар-Ола,Бургеры,24.0,1.0,0.0,0.04,37175,0.291147080715746,37175,0.291147080715746
191,37448,Йошкар-Ола,Суши,30.0,0.0,0.0,0.0,37448,0.5578022673726079,37448,0.5578022673726079
192,37176,Йошкар-Ола,Бургеры,5.0,0.0,0.0,0.0,37176,0.359701845794916,37176,0.359701845794916
193,6198,Казань,Китайская,190.0,5.0,4.0,0.02512562814070352,6198,0.9936231072060759,6198,0.9936231072060759
194,3216,Казань,Рыба,315.0,4.0,6.0,0.012307692307692308,3216,0.739662567153573,3216,0.739662567153573
195,34161,Казань,Суши,13.0,0.0,1.0,0.0,34161,0.39363100891932795,34161,0.39363100891932795
