,vendor_id,city_name,specialisation,successful_orders,fail_orders,reorders,dolya,id_x,model_score_x,id_y,model_score_y
585,16987,Ставрополь,Суши,235.0,6.0,8.0,0.024096385542168676,16987,0.42522932263091207,16987,0.42522932263091207
586,35710,Ставрополь,Бургеры,84.0,2.0,2.0,0.022727272727272728,35710,0.0372024648822844,35710,0.0372024648822844
587,20015,Ставрополь,Пицца,41.0,3.0,0.0,0.06818181818181818,20015,0.47038321942090994,20015,0.47038321942090994
588,37850,Ставрополь,Бургеры,0.0,0.0,0.0,,37850,0.0923133282922208,37850,0.0923133282922208
589,35751,Ставрополь,Бургеры,231.0,1.0,3.0,0.00425531914893617,35751,0.9052208159118891,35751,0.9052208159118891
590,17503,Ставрополь,Японская,185.0,0.0,1.0,0.0,17503,0.362216491717845,17503,0.362216491717845
591,37202,Стерлитамак,Бургеры,17.0,1.0,0.0,0.05555555555555555,37202,0.863595811650157,37202,0.863595811650157
592,37201,Стерлитамак,Бургеры,4.0,0.0,0.0,0.0,37201,0.602937061805278,37201,0.602937061805278
593,37550,Стерлитамак,Суши,23.0,0.0,0.0,0.0,37550,0.9100956954061991,37550,0.9100956954061991
594,17774,Сургут,Суши,58.0,2.0,2.0,0.03225806451612903,17774,0.185706407763064,17774,0.185706407763064
595,16979,Сургут,Сэндвичи,68.0,5.0,2.0,0.06666666666666667,16979,0.37090725079178793,16979,0.37090725079178793
596,27855,Сургут,Суши,234.0,7.0,5.0,0.028455284552845527,27855,0.9024529145099219,27855,0.9024529145099219
597,22935,Сургут,Суши,27.0,4.0,3.0,0.11764705882352941,22935,0.35375415813177796,22935,0.35375415813177796
598,16992,Сургут,Суши,1.0,0.0,0.0,0.0,16992,0.479988311417401,16992,0.479988311417401
599,16982,Сургут,Суши,13.0,1.0,0.0,0.07142857142857142,16982,0.0035309386439621396,16982,0.0035309386439621396
600,36511,Сургут,Пицца,21.0,1.0,1.0,0.043478260869565216,36511,0.8610172849148509,36511,0.8610172849148509
601,28793,Сургут,Пицца,17.0,1.0,0.0,0.05555555555555555,28793,0.36286025494337104,28793,0.36286025494337104
602,21592,Сургут,Суши,93.0,1.0,1.0,0.010526315789473684,21592,0.742219882085919,21592,0.742219882085919
603,37421,Сургут,Шашлыки,20.0,0.0,4.0,0.0,37421,0.07058603176847099,37421,0.07058603176847099
604,16993,Сургут,Суши,6.0,0.0,1.0,0.0,16993,0.37682131258770796,16993,0.37682131258770796
605,17780,Сургут,Суши,27.0,1.0,0.0,0.03571428571428571,17780,0.298585744109005,17780,0.298585744109005
606,22947,Сургут,Суши,31.0,2.0,2.0,0.05714285714285714,22947,0.7904871837235992,22947,0.7904871837235992
607,37172,Сургут,Бургеры,8.0,0.0,1.0,0.0,37172,0.9002460776828229,37172,0.9002460776828229
608,37567,Тверь,Пицца,16.0,1.0,1.0,0.05555555555555555,37567,0.18799745431169898,37567,0.18799745431169898
609,36434,Тверь,Пицца,184.0,2.0,2.0,0.010638297872340425,36434,0.7887464957311751,36434,0.7887464957311751
610,13417,Тверь,Суши,88.0,0.0,1.0,0.0,13417,0.30751625448465303,13417,0.30751625448465303
611,18002,Тверь,Пицца,407.0,1.0,2.0,0.0024390243902439024,18002,0.719499878585339,18002,0.719499878585339
612,36862,Тверь,Суши,3.0,4.0,1.0,0.5,36862,0.593288243748248,36862,0.593288243748248
613,37490,Тверь,Суши,245.0,4.0,1.0,0.016,37490,0.682210597675294,37490,0.682210597675294
614,30407,Тверь,Бургеры,109.0,2.0,5.0,0.017241379310344827,30407,0.6919366726651789,30407,0.6919366726651789
615,16336,Тверь,Пицца,265.0,3.0,3.0,0.01107011070110701,16336,0.282679218333215,16336,0.282679218333215
616,18358,Тверь,Пицца,337.0,5.0,10.0,0.014204545454545454,18358,0.48316082358360296,18358,0.48316082358360296
617,12538,Тверь,Суши,79.0,2.0,1.0,0.024390243902439025,12538,0.912382642738521,12538,0.912382642738521
618,36967,Тверь,Десерты,0.0,2.0,1.0,0.6666666666666666,36967,0.0621038489043713,36967,0.0621038489043713
619,21154,Тверь,Шашлыки,7.0,3.0,2.0,0.25,21154,0.99107705289498,21154,0.99107705289498
620,35441,Тверь,Пироги,166.0,2.0,0.0,0.011904761904761904,35441,0.11391567159444099,35441,0.11391567159444099
621,14161,Тверь,Суши,445.0,17.0,23.0,0.03505154639175258,14161,0.980947634670883,14161,0.980947634670883
622,28697,Тольятти,Суши,54.0,0.0,0.0,0.0,28697,0.647487010341138,28697,0.647487010341138
623,10201,Тольятти,Суши,27.0,0.0,0.0,0.0,10201,0.6734145032241939,10201,0.6734145032241939
624,33782,Тольятти,Фастфуд,17.0,0.0,0.0,0.0,33782,0.184737695381045,33782,0.184737695381045
625,10196,Тольятти,Суши,118.0,3.0,0.0,0.024793388429752067,10196,0.8089515413157641,10196,0.8089515413157641
626,9726,Тольятти,Японская,461.0,0.0,4.0,0.0,9726,0.8381507708691059,9726,0.8381507708691059
627,9226,Тольятти,Суши,294.0,1.0,1.0,0.0033783783783783786,9226,0.00755409384146333,9226,0.00755409384146333
628,34436,Тольятти,Бургеры,22.0,0.0,2.0,0.0,34436,0.375496081076562,34436,0.375496081076562
629,29325,Тольятти,Рыба,58.0,3.0,1.0,0.04838709677419355,29325,0.9843128249049191,29325,0.9843128249049191
630,26328,Тольятти,Индийская,75.0,0.0,2.0,0.0,26328,0.8122599311172959,26328,0.8122599311172959
631,30176,Тольятти,Рыба,15.0,0.0,0.0,0.0,30176,0.548102186527103,30176,0.548102186527103
632,9878,Тольятти,Супы,14.0,0.0,2.0,0.0,9878,0.888342132326216,9878,0.888342132326216
633,13882,Тольятти,Супы,480.0,14.0,3.0,0.028169014084507043,13882,0.847036866936833,13882,0.847036866936833
634,29631,Тольятти,Суши,602.0,11.0,10.0,0.01765650080256822,29631,0.5656201713718471,29631,0.5656201713718471
635,27217,Тольятти,Рыба,76.0,1.0,0.0,0.012987012987012988,27217,0.13447620999068,27217,0.13447620999068
636,37375,Томск,Шашлыки,6.0,0.0,0.0,0.0,37375,0.9818376228213309,37375,0.9818376228213309
637,23941,Томск,Шаурма,33.0,0.0,0.0,0.0,23941,0.943438488524407,23941,0.943438488524407
638,27611,Томск,Пицца,91.0,2.0,1.0,0.02127659574468085,27611,0.54952379828319,27611,0.54952379828319
639,27268,Томск,Супы,81.0,2.0,2.0,0.023529411764705882,27268,0.322566539980471,27268,0.322566539980471
640,18990,Томск,Суши,169.0,3.0,3.0,0.017142857142857144,18990,0.221508117392659,18990,0.221508117392659
641,35700,Томск,Суши,56.0,0.0,1.0,0.0,35700,0.279596383217722,35700,0.279596383217722
642,35974,Томск,Пицца,4.0,6.0,4.0,0.42857142857142855,35974,0.8871095520444209,35974,0.8871095520444209
643,37908,Томск,Суши,1.0,0.0,0.0,0.0,37908,0.34792085271328693,37908,0.34792085271328693
644,25235,Томск,Пицца,66.0,2.0,3.0,0.028169014084507043,25235,0.964187330100685,25235,0.964187330100685
645,24670,Томск,Суши,100.0,1.0,1.0,0.00980392156862745,24670,0.9676768328063191,24670,0.9676768328063191
646,36341,Томск,Пироги,4.0,0.0,0.0,0.0,36341,0.785134516190737,36341,0.785134516190737
647,15957,Томск,Суши,1.0,0.0,0.0,0.0,15957,0.7804948231205341,15957,0.7804948231205341
648,36053,Томск,Пицца,47.0,0.0,0.0,0.0,36053,0.369656663388014,36053,0.369656663388014
649,16668,Томск,Супы,18.0,0.0,0.0,0.0,16668,0.622705425135791,16668,0.622705425135791
650,36758,Тула,Бургеры,74.0,1.0,2.0,0.012987012987012988,36758,0.570899179205298,36758,0.570899179205298
651,11216,Тула,Суши,18.0,1.0,0.0,0.05263157894736842,11216,0.0299843917600811,11216,0.0299843917600811
652,37427,Тула,Суши,125.0,0.0,2.0,0.0,37427,0.928895669989288,37427,0.928895669989288
653,36865,Тула,Пицца,36.0,1.0,1.0,0.02631578947368421,36865,0.346270471811295,36865,0.346270471811295
654,21915,Тула,Узбекская,6.0,1.0,2.0,0.1111111111111111,21915,0.706572051160038,21915,0.706572051160038
655,30197,Тула,Суши,51.0,0.0,1.0,0.0,30197,0.515761426184326,30197,0.515761426184326
656,25369,Тула,Пицца,205.0,38.0,18.0,0.14559386973180077,25369,0.24617969337850798,25369,0.24617969337850798
657,29406,Тула,Русская,919.0,7.0,2.0,0.007543103448275862,29406,0.947026547044516,29406,0.947026547044516
658,37506,Тула,Суши,26.0,0.0,5.0,0.0,37506,0.5612338799983261,37506,0.5612338799983261
659,26670,Тула,Пицца,33.0,1.0,0.0,0.029411764705882353,26670,0.128110465127975,26670,0.128110465127975
660,8475,Тула,Суши,377.0,7.0,4.0,0.01804123711340206,8475,0.0472839376889169,8475,0.0472839376889169
661,35259,Тула,Суши,469.0,5.0,2.0,0.01050420168067227,35259,0.6940179546363651,35259,0.6940179546363651
662,20730,Тула,Бургеры,106.0,3.0,4.0,0.02654867256637168,20730,0.750833776313812,20730,0.750833776313812
663,8440,Тула,Пицца,450.0,15.0,5.0,0.031914893617021274,8440,0.47003922378644303,8440,0.47003922378644303
664,22851,Тюмень,Суши,93.0,10.0,22.0,0.08,22851,0.126158650964499,22851,0.126158650964499
665,36900,Тюмень,Бургеры,37.0,1.0,2.0,0.025,36900,0.7767316307872529,36900,0.7767316307872529
666,37678,Тюмень,Пицца,1.0,0.0,0.0,0.0,37678,0.5441619129851459,37678,0.5441619129851459
667,14396,Тюмень,Пицца,612.0,1.0,3.0,0.0016233766233766235,14396,0.145049817394465,14396,0.145049817394465
668,37766,Тюмень,Суши,13.0,0.0,1.0,0.0,37766,0.6881607864052061,37766,0.6881607864052061
669,37441,Тюмень,Грузинская,131.0,0.0,0.0,0.0,37441,0.22358226729556896,37441,0.22358226729556896
670,36829,Тюмень,Суши,13.0,4.0,2.0,0.21052631578947367,36829,0.132030538283288,36829,0.132030538283288
671,26525,Тюмень,Пицца,17.0,3.0,4.0,0.125,26525,0.0102746686898172,26525,0.0102746686898172
672,14892,Тюмень,Суши,153.0,3.0,5.0,0.018633540372670808,14892,0.21152620809152697,14892,0.21152620809152697
673,30336,Тюмень,Русская,25.0,1.0,2.0,0.03571428571428571,30336,0.21771584404632396,30336,0.21771584404632396
674,8277,Тюмень,Пицца,62.0,5.0,2.0,0.07246376811594203,8277,0.600674218963832,8277,0.600674218963832
675,8570,Тюмень,Суши,293.0,6.0,0.0,0.020066889632107024,8570,0.6833215323276821,8570,0.6833215323276821
676,31239,Тюмень,Сэндвичи,241.0,4.0,2.0,0.016194331983805668,31239,0.20817557862028502,31239,0.20817557862028502
677,37689,Тюмень,Пицца,30.0,1.0,1.0,0.03125,37689,0.18186203204095397,37689,0.18186203204095397
678,32763,Ульяновск,Суши,34.0,1.0,0.0,0.02857142857142857,32763,0.51098723243922,32763,0.51098723243922
679,37123,Ульяновск,Суши,79.0,1.0,3.0,0.012048192771084338,37123,0.206969126593322,37123,0.206969126593322
680,32003,Ульяновск,Шашлыки,39.0,2.0,3.0,0.045454545454545456,32003,0.797023910097778,32003,0.797023910097778
681,37077,Ульяновск,Пицца,1.0,1.0,0.0,0.5,37077,0.495377317536622,37077,0.495377317536622
682,31960,Ульяновск,Пицца,73.0,1.0,0.0,0.013513513513513514,31960,0.17624020203948002,31960,0.17624020203948002
683,32004,Ульяновск,Рыба,54.0,1.0,0.0,0.01818181818181818,32004,0.0137918279506266,32004,0.0137918279506266
684,37116,Ульяновск,Сэндвичи,94.0,1.0,0.0,0.010526315789473684,37116,0.18424721295014002,37116,0.18424721295014002
685,37124,Ульяновск,Суши,79.0,0.0,0.0,0.0,37124,0.6728444802574809,37124,0.6728444802574809
686,35807,Ульяновск,Паназиатская,1.0,1.0,2.0,0.25,35807,0.619630633387715,35807,0.619630633387715
687,37215,Ульяновск,Бургеры,66.0,2.0,1.0,0.028985507246376812,37215,0.0275515508837998,37215,0.0275515508837998
688,37213,Ульяновск,Бургеры,71.0,13.0,3.0,0.14942528735632185,37213,0.0830629337579012,37213,0.0830629337579012
689,32609,Ульяновск,Суши,40.0,2.0,2.0,0.045454545454545456,32609,0.34960115654394003,32609,0.34960115654394003
690,34086,Ульяновск,Пицца,19.0,1.0,2.0,0.045454545454545456,34086,0.17339386511594101,34086,0.17339386511594101
691,32614,Ульяновск,Китайская,86.0,1.0,1.0,0.011363636363636364,32614,0.0397918913513422,32614,0.0397918913513422
692,5804,Уфа,Пицца,265.0,5.0,2.0,0.01838235294117647,5804,0.418675893452018,5804,0.418675893452018
693,20770,Уфа,Пицца,142.0,6.0,4.0,0.039473684210526314,20770,0.282162702642381,20770,0.282162702642381
694,8552,Уфа,Пицца,1644.0,19.0,32.0,0.011209439528023599,8552,0.782815781887621,8552,0.782815781887621
695,34646,Уфа,Мясо,2.0,0.0,1.0,0.0,34646,0.202433852944523,34646,0.202433852944523
696,37481,Уфа,Бургеры,105.0,2.0,0.0,0.018691588785046728,37481,0.0478261029347777,37481,0.0478261029347777
697,12491,Уфа,Шашлыки,7.0,0.0,4.0,0.0,12491,0.6737302402034399,12491,0.6737302402034399
698,36193,Уфа,Пицца,173.0,0.0,5.0,0.0,36193,0.4185663657262921,36193,0.4185663657262921
699,23938,Уфа,Суши,6.0,0.0,0.0,0.0,23938,0.298073589336127,23938,0.298073589336127
700,9033,Уфа,Пицца,311.0,2.0,3.0,0.006329113924050633,9033,0.8410835452377801,9033,0.8410835452377801
701,22028,Уфа,Пицца,208.0,2.0,1.0,0.009478672985781991,22028,0.8006483209319409,22028,0.8006483209319409
702,29196,Уфа,Суши,66.0,0.0,2.0,0.0,29196,0.641020394396037,29196,0.641020394396037
703,35334,Уфа,Пицца,2.0,0.0,0.0,0.0,35334,0.761318331584334,35334,0.761318331584334
704,19311,Уфа,Суши,361.0,0.0,1.0,0.0,19311,0.5275849387981,19311,0.5275849387981
705,16350,Уфа,Пироги,22.0,2.0,1.0,0.08,16350,0.5970240249298511,16350,0.5970240249298511
706,36027,Хабаровск,Бургеры,91.0,0.0,0.0,0.0,36027,0.22366055380553,36027,0.22366055380553
707,37595,Хабаровск,Японская,5.0,2.0,0.0,0.2857142857142857,37595,0.266511910129339,37595,0.266511910129339
708,30365,Хабаровск,Японская,134.0,3.0,0.0,0.021897810218978103,30365,0.0535571072250605,30365,0.0535571072250605
709,37785,Хабаровск,Суши,1.0,0.0,0.0,0.0,37785,0.403190561104566,37785,0.403190561104566
710,9914,Хабаровск,Суши,178.0,3.0,1.0,0.016483516483516484,9914,0.473592793568969,9914,0.473592793568969
711,37736,Хабаровск,Суши,16.0,8.0,5.0,0.27586206896551724,37736,0.029918176587671,37736,0.029918176587671
712,12672,Хабаровск,Мясо,179.0,7.0,1.0,0.0374331550802139,12672,0.296012030914426,12672,0.296012030914426
713,37410,Хабаровск,Китайская,6.0,0.0,0.0,0.0,37410,0.764180281199515,37410,0.764180281199515
714,37258,Хабаровск,Суши,39.0,2.0,0.0,0.04878048780487805,37258,0.723890312947333,37258,0.723890312947333
715,23211,Хабаровск,Японская,60.0,0.0,0.0,0.0,23211,0.0541910054162145,23211,0.0541910054162145
716,20527,Хабаровск,Китайская,132.0,2.0,0.0,0.014925373134328358,20527,0.9240398705005649,20527,0.9240398705005649
717,24072,Хабаровск,Суши,43.0,3.0,2.0,0.0625,24072,0.7876079850830141,24072,0.7876079850830141
718,37110,Хабаровск,Суши,28.0,3.0,2.0,0.09090909090909091,37110,0.12676842091605098,37110,0.12676842091605098
719,35626,Хабаровск,Суши,42.0,0.0,3.0,0.0,35626,0.7574322540313009,35626,0.7574322540313009
720,37174,Ханты-Мансийск,Бургеры,26.0,0.0,0.0,0.0,37174,0.187904376536608,37174,0.187904376536608
721,37924,Ханты-Мансийск,Суши,0.0,0.0,0.0,,37924,0.368398476857692,37924,0.368398476857692
722,36471,Чебоксары,Пицца,7.0,0.0,0.0,0.0,36471,0.6103356885723771,36471,0.6103356885723771
723,36702,Чебоксары,Пицца,5.0,1.0,0.0,0.16666666666666666,36702,0.34520826116204306,36702,0.34520826116204306
724,36439,Чебоксары,Мясо,137.0,1.0,0.0,0.007246376811594203,36439,0.196426136884838,36439,0.196426136884838
725,36493,Чебоксары,Бургеры,66.0,0.0,0.0,0.0,36493,0.181408117059618,36493,0.181408117059618
726,36899,Чебоксары,Бургеры,34.0,1.0,2.0,0.02702702702702703,36899,0.38938061241060495,36899,0.38938061241060495
727,36490,Чебоксары,Пицца,44.0,1.0,1.0,0.021739130434782608,36490,0.11823876621201598,36490,0.11823876621201598
728,37135,Чебоксары,Пицца,30.0,3.0,0.0,0.09090909090909091,37135,0.492982005700469,37135,0.492982005700469
729,36438,Чебоксары,Пицца,150.0,8.0,6.0,0.04878048780487805,36438,0.407833023462445,36438,0.407833023462445
730,36701,Чебоксары,Суши,53.0,9.0,4.0,0.13636363636363635,36701,0.24354932503774804,36701,0.24354932503774804
731,36442,Чебоксары,Суши,68.0,0.0,0.0,0.0,36442,0.711247650440782,36442,0.711247650440782
732,36896,Чебоксары,Бургеры,23.0,9.0,5.0,0.24324324324324326,36896,0.0812323172576725,36896,0.0812323172576725
733,25778,Челябинск,Шашлыки,31.0,1.0,1.0,0.030303030303030304,25778,0.1970205437392,25778,0.1970205437392
734,35927,Челябинск,Суши,21.0,3.0,0.0,0.125,35927,0.422156915999949,35927,0.422156915999949
735,7737,Челябинск,Пицца,138.0,3.0,7.0,0.02027027027027027,7737,0.7602364826016129,7737,0.7602364826016129
736,10810,Челябинск,Суши,13.0,0.0,0.0,0.0,10810,0.8637955994345251,10810,0.8637955994345251
737,35934,Челябинск,Рыба,14.0,1.0,0.0,0.06666666666666667,35934,0.329978859983385,35934,0.329978859983385
738,7120,Челябинск,Супы,37.0,0.0,1.0,0.0,7120,0.297170744743198,7120,0.297170744743198
739,25389,Челябинск,Суши,77.0,0.0,1.0,0.0,25389,0.28152555553242603,25389,0.28152555553242603
740,21573,Челябинск,Суши,9.0,1.0,1.0,0.09090909090909091,21573,0.304467980284244,21573,0.304467980284244
741,35094,Челябинск,Суши,25.0,0.0,0.0,0.0,35094,0.61635009618476,35094,0.61635009618476
742,7119,Челябинск,Пицца,701.0,16.0,4.0,0.022191400832177532,7119,0.222469318658113,7119,0.222469318658113
743,34042,Челябинск,Пицца,2.0,0.0,0.0,0.0,34042,0.850900737568736,34042,0.850900737568736
744,14928,Челябинск,Пицца,30.0,1.0,3.0,0.029411764705882353,14928,0.23253710381686699,14928,0.23253710381686699
745,35391,Челябинск,Пицца,23.0,0.0,0.0,0.0,35391,0.491147362627089,35391,0.491147362627089
746,36485,Челябинск,Пицца,8.0,0.0,0.0,0.0,36485,0.26049715792760303,36485,0.26049715792760303
747,33579,Череповец,Суши,86.0,0.0,1.0,0.0,33579,0.184554090723395,33579,0.184554090723395
748,33661,Череповец,Суши,82.0,1.0,0.0,0.012048192771084338,33661,0.31935175321996195,33661,0.31935175321996195
749,33936,Череповец,Суши,52.0,3.0,7.0,0.04838709677419355,33936,0.404155497904867,33936,0.404155497904867
750,35338,Череповец,Пицца,5.0,0.0,1.0,0.0,35338,0.172253717202693,35338,0.172253717202693
751,37743,Череповец,Пицца,12.0,0.0,0.0,0.0,37743,0.802142890635878,37743,0.802142890635878
752,33583,Череповец,Суши,64.0,1.0,0.0,0.015384615384615385,33583,0.9911521086469292,33583,0.9911521086469292
753,37753,Череповец,Суши,1.0,0.0,0.0,0.0,37753,0.6637075738981371,37753,0.6637075738981371
754,33853,Череповец,Суши,46.0,1.0,2.0,0.02040816326530612,33853,0.5795204052701589,33853,0.5795204052701589
755,35172,Череповец,Итальянская,19.0,1.0,0.0,0.05,35172,0.48662584181874996,35172,0.48662584181874996
756,5533,Энгельс,Пицца,96.0,2.0,0.0,0.02040816326530612,5533,0.0305727636441588,5533,0.0305727636441588
757,36735,Энгельс,Пицца,33.0,0.0,2.0,0.0,36735,0.302090667188168,36735,0.302090667188168
758,21610,Энгельс,Суши,489.0,8.0,2.0,0.01603206412825651,21610,0.6675758403725921,21610,0.6675758403725921
759,16246,Энгельс,Суши,179.0,0.0,2.0,0.0,16246,0.213877090252936,16246,0.213877090252936
760,14400,Энгельс,Суши,14.0,0.0,1.0,0.0,14400,0.7545998855493959,14400,0.7545998855493959
761,29300,Энгельс,Суши,137.0,2.0,1.0,0.014285714285714285,29300,0.69044152321294,29300,0.69044152321294
762,9920,Энгельс,Мясо,63.0,0.0,1.0,0.0,9920,0.763824096415192,9920,0.763824096415192
763,5264,Энгельс,Пицца,346.0,4.0,0.0,0.011428571428571429,5264,0.10734850075095899,5264,0.10734850075095899
764,37677,Энгельс,Суши,36.0,4.0,1.0,0.0975609756097561,37677,0.209407848771662,37677,0.209407848771662
765,36827,Энгельс,Десерты,2.0,0.0,0.0,0.0,36827,0.3970887907780711,36827,0.3970887907780711
766,22659,Энгельс,Суши,207.0,4.0,0.0,0.018957345971563982,22659,0.839513615239412,22659,0.839513615239412
767,17416,Энгельс,Суши,296.0,4.0,1.0,0.013289036544850499,17416,0.258791612926871,17416,0.258791612926871
768,36748,Энгельс,Пицца,42.0,1.0,1.0,0.022727272727272728,36748,0.8126028203405441,36748,0.8126028203405441
769,36475,Энгельс,Бургеры,168.0,2.0,2.0,0.011627906976744186,36475,0.158811680506915,36475,0.158811680506915
770,36353,Ярославль,Суши,48.0,1.0,1.0,0.02,36353,0.830064825713634,36353,0.830064825713634
771,36348,Ярославль,Суши,63.0,0.0,0.0,0.0,36348,0.708083956036717,36348,0.708083956036717
772,31076,Ярославль,Суши,312.0,3.0,4.0,0.009404388714733543,31076,0.31614432297646994,31076,0.31614432297646994
773,25848,Ярославль,Японская,309.0,1.0,3.0,0.003194888178913738,25848,0.598771469201893,25848,0.598771469201893
774,35868,Ярославль,Суши,35.0,1.0,0.0,0.027777777777777776,35868,0.6021596188656989,35868,0.6021596188656989
775,30317,Ярославль,Суши,93.0,9.0,4.0,0.08490566037735849,30317,0.0130518758669496,30317,0.0130518758669496
776,29756,Ярославль,Бургеры,168.0,0.0,1.0,0.0,29756,0.942413157317787,29756,0.942413157317787
777,36105,Ярославль,Суши,122.0,5.0,1.0,0.0390625,36105,0.370231656823307,36105,0.370231656823307
778,34523,Ярославль,Фастфуд,66.0,0.0,0.0,0.0,34523,0.24208385217934802,34523,0.24208385217934802
779,35869,Ярославль,Суши,105.0,3.0,1.0,0.027522935779816515,35869,0.5216262694448229,35869,0.5216262694448229
780,24614,Ярославль,Суши,116.0,8.0,2.0,0.06349206349206349,24614,0.222414005547762,24614,0.222414005547762
781,28675,Ярославль,Пицца,86.0,6.0,2.0,0.06382978723404255,28675,0.0906587140634656,28675,0.0906587140634656
782,24949,Ярославль,Японская,459.0,8.0,0.0,0.017130620985010708,24949,0.513563687447459,24949,0.513563687447459
783,28676,Ярославль,Пицца,109.0,10.0,2.0,0.08264462809917356,28676,0.16466168966144298,28676,0.16466168966144298
